name,geometry,geometry_layer,geometry_proj4
Santa Rosa,POINT Z (-76.9716 -12.063861 0),Ida,+proj=longlat +datum=WGS84 +no_defs
Puente Nuevo,POINT Z (-77.00047499999999 -12.030289 0),Ida,+proj=longlat +datum=WGS84 +no_defs
Puente Santa Anita,POINT Z (-76.974186 -12.057192 0),Ida,+proj=longlat +datum=WGS84 +no_defs
Puente Azul,POINT Z (-76.97765 -12.050681 0),Ida,+proj=longlat +datum=WGS84 +no_defs
Evitamiento - Javier Prado,POINT Z (-76.9795 -12.081972 0),Ida,+proj=longlat +datum=WGS84 +no_defs
Hipódromo,POINT Z (-76.980317 -12.093717 0),Ida,+proj=longlat +datum=WGS84 +no_defs
Primavera,POINT Z (-76.978719 -12.10845 0),Ida,+proj=longlat +datum=WGS84 +no_defs
Benavides,POINT Z (-76.978447 -12.131258 0),Ida,+proj=longlat +datum=WGS84 +no_defs
Tinoco,POINT Z (-76.98182799999999 -12.145531 0),Ida,+proj=longlat +datum=WGS84 +no_defs
Atocongo,POINT Z (-76.98338699999999 -12.149508 0),Ida,+proj=longlat +datum=WGS84 +no_defs
Perales,POINT Z (-76.980861 -12.047836 0),Ida,+proj=longlat +datum=WGS84 +no_defs
Mayolo,POINT Z (-77.072183 -11.991422 0),Ida,+proj=longlat +datum=WGS84 +no_defs
Arriba Peru,POINT Z (-76.950458 -12.210414 0),Ida,+proj=longlat +datum=WGS84 +no_defs
Juan Velasco Alvarado,POINT Z (-76.94892400000001 -12.213032 0),Ida,+proj=longlat +datum=WGS84 +no_defs
Jorge Chavez,POINT Z (-76.94741399999999 -12.215487 0),Ida,+proj=longlat +datum=WGS84 +no_defs
Cesar Vallejo,POINT Z (-76.94597060064896 -12.21787211424075 0),Ida,+proj=longlat +datum=WGS84 +no_defs
3 de Octubre,POINT Z (-76.942941 -12.223009 0),Ida,+proj=longlat +datum=WGS84 +no_defs
Jose Carlos Mariategui,POINT Z (-76.941517 -12.22539 0),Ida,+proj=longlat +datum=WGS84 +no_defs
Jose Olaya,POINT Z (-76.938349 -12.23068 0),Ida,+proj=longlat +datum=WGS84 +no_defs
200 Millas,POINT Z (-76.935286 -12.233993 0),Ida,+proj=longlat +datum=WGS84 +no_defs
paradero final a patio,"LINESTRING Z (-77.08719670000001 -11.9744249 0, -77.0872664 -11.974362 0, -77.0873174 -11.9742728 0, -77.08736570000001 -11.9741179 0, -77.0873845 -11.9739841 0, -77.0873764 -11.9738005 0, -77.0873576 -11.9736981 0, -77.087312 -11.9735932 0, -77.0871216 -11.9733439 0, -77.08634910000001 -11.9724964 0, -77.085515 -11.9715466 0, -77.0850456 -11.9709772 0, -77.0847934 -11.9706466 0, -77.0842758 -11.9697754 0, -77.0838574 -11.9689017 0, -77.0837313 -11.9685186 0, -77.08365619999999 -11.9681617 0, -77.08352480000001 -11.9676685 0, -77.0834443 -11.967225 0, -77.0833665 -11.9668209 0, -77.0833075 -11.9662594 0, -77.0832807 -11.9659026 0, -77.0832807 -11.9653673 0, -77.08330479999999 -11.9649947 0, -77.083333 -11.9646995 0, -77.08338259999999 -11.9644004 0, -77.0834577 -11.9638952 0, -77.083624 -11.9628483 0, -77.0836884 -11.9624337 0, -77.0837152 -11.9623209 0, -77.0837447 -11.9622684 0, -77.0838091 -11.9622579 0, -77.08389219999999 -11.962271 0, -77.0839539 -11.9622841 0, -77.08396999999999 -11.962355 0, -77.0839244 -11.9626016 0, -77.0837179 -11.9640343 0, -77.0839673 -11.9640396 0)",patio,+proj=longlat +datum=WGS84 +no_defs
Patio Zona Norte,"POLYGON Z ((-77.08470490000001 -11.9645171 0, -77.0839325 -11.9641734 0, -77.08401019999999 -11.9638743 0, -77.0847854 -11.9641865 0, -77.0847881 -11.9642469 0, -77.08470490000001 -11.9645171 0))",patio,+proj=longlat +datum=WGS84 +no_defs
patio a paradero inicial,"LINESTRING Z (-77.0839781 -11.9639923 0, -77.0837152 -11.9639399 0, -77.0836669 -11.9643282 0, -77.0835865 -11.9648582 0, -77.08352739999999 -11.9655405 0, -77.0835328 -11.9661387 0, -77.0835811 -11.9666792 0, -77.08365619999999 -11.9673195 0, -77.0837528 -11.967755 0, -77.0838171 -11.9680227 0, -77.08398339999999 -11.9684373 0, -77.08423550000001 -11.9691247 0, -77.0845011 -11.96966 0, -77.08486859999999 -11.9703055 0, -77.0851797 -11.9707778 0, -77.0854533 -11.9711031 0, -77.0869285 -11.9728664 0)",patio,+proj=longlat +datum=WGS84 +no_defs
Servicio 508 (Vuelta),"LINESTRING Z (-77.09774438121654 -12.06263604437341 0, -77.09744643667067 -12.06259051055975 0, -77.09350644263876 -12.06219055648813 0, -77.09119677721075 -12.06191524878883 0, -77.08797995088845 -12.06159394246082 0, -77.08590763257058 -12.06135564707246 0, -77.08457231594724 -12.06129092160861 0, -77.08400842815738 -12.06124143079759 0, -77.08281019132887 -12.06111604021721 0, -77.07922065931567 -12.0602790642738 0, -77.07552547834251 -12.05946964699779 0, -77.07140625793394 -12.05858433685539 0, -77.06835205838127 -12.05789629094982 0, -77.06715799095521 -12.0576721997577 0, -77.06396697969296 -12.05706268246297 0, -77.06147354763515 -12.05657392755553 0, -77.06006866210991 -12.05632394668052 0, -77.05778251308145 -12.05580319060125 0, -77.0574938116288 -12.05578323257898 0, -77.05713029422772 -12.0557391294567 0, -77.05653837438096 -12.05580400521278 0, -77.05503625033785 -12.05627262162902 0, -77.05318728610592 -12.05680165154904 0, -77.05218602325404 -12.05710097835191 0, -77.05175147372543 -12.0573271974429 0, -77.0495460948661 -12.0579385073235 0, -77.04724946191112 -12.05861268441593 0, -77.04454755334865 -12.05939459814732 0, -77.04205105589678 -12.06015062019561 0, -77.04201932351322 -12.06031403605544 0, -77.04196603649766 -12.06054405149813 0, -77.04174321631832 -12.06071284833032 0, -77.04141474990597 -12.06078064300346 0, -77.04119566636696 -12.06060470081117 0, -77.04103208818842 -12.06036845686255 0, -77.04078067753572 -12.06031901694279 0, -77.04034308556946 -12.06026863895678 0, -77.03910751265256 -12.06014004332565 0, -77.03795469084238 -12.06003567513281 0, -77.03689834279633 -12.05994912234547 0, -77.03652531309491 -12.05998056530069 0, -77.03613459013025 -12.06016583563094 0, -77.03600121550392 -12.06027026042965 0, -77.03563949140393 -12.06032002456259 0, -77.03538289758279 -12.06012971756537 0, -77.03512099819284 -12.05981626604511 0, -77.03398669079128 -12.05966158667172 0, -77.03146100637836 -12.05932603081218 0, -77.02980361364102 -12.05909235774185 0, -77.0267180233667 -12.0586961101556 0, -77.0242805853795 -12.05839859298322 0, -77.0217377839971 -12.05807165759704 0, -77.01849758236338 -12.05763778040157 0, -77.01649429391891 -12.05736388449984 0, -77.0148334854003 -12.05675561514081 0, -77.01451022839633 -12.05657664928411 0, -77.01389256022283 -12.05576901690825 0)",Rutas (#2),+proj=longlat +datum=WGS84 +no_defs
Servicio 508 (Ida),"LINESTRING Z (-77.01370882181109 -12.05495193335992 0, -77.01369058263725 -12.05515143346361 0, -77.01481687687091 -12.05657349020837 0, -77.01489328755196 -12.05671003517999 0, -77.01651662742597 -12.05732730069308 0, -77.01744506502176 -12.05746404324886 0, -77.01850089605634 -12.05758668345997 0, -77.01946776329449 -12.05771615209125 0, -77.02176166640714 -12.05800292727753 0, -77.02433035939163 -12.05830392604498 0, -77.02671223323341 -12.05863292036023 0, -77.02842067484991 -12.05883630595333 0, -77.02994876961147 -12.0590264678318 0, -77.03151941159601 -12.05921662642559 0, -77.03521717379014 -12.05968829801054 0, -77.03555648568799 -12.05930315060811 0, -77.03579532752985 -12.05926521189092 0, -77.03613878608452 -12.05940286766375 0, -77.03621576040793 -12.05950798514184 0, -77.03671471195577 -12.05971638930388 0, -77.03782638029708 -12.05982742951772 0, -77.03905055901203 -12.05993445935547 0, -77.04013852560742 -12.06003991185931 0, -77.04089252217042 -12.06007985918334 0, -77.04108892188572 -12.06005063824897 0, -77.041121794552 -12.05994331424491 0, -77.04128911490791 -12.05980455728025 0, -77.04146025822308 -12.05974871946778 0, -77.04173666000673 -12.05976383612762 0, -77.04196458582733 -12.05993197572844 0, -77.04200822621115 -12.06005630625115 0, -77.04274140216732 -12.05982521307103 0, -77.04443390563694 -12.05929924669775 0, -77.04584183091019 -12.05888869728833 0, -77.04715177661102 -12.05850084351233 0, -77.04939521738733 -12.05789424303858 0, -77.05147524690007 -12.05725674338276 0, -77.05169722449455 -12.05707871408323 0, -77.05141325596281 -12.0562103824686 0, -77.05111846744239 -12.05524082312904 0, -77.05185976903739 -12.05529175859896 0, -77.05253838789142 -12.05534726172195 0, -77.05388175346903 -12.05546058185463 0, -77.05680788302868 -12.05564091476975 0, -77.0574138444594 -12.05560842883898 0, -77.05773520552714 -12.0556392609352 0, -77.06147653985138 -12.05636061574281 0, -77.06384116830912 -12.05687088928574 0, -77.07287215272092 -12.05859415666092 0, -77.07299687640938 -12.05871677937586 0, -77.07556230832478 -12.05931579908023 0, -77.07913828205791 -12.06002567957994 0, -77.07926397739126 -12.06013542641505 0, -77.0790583534697 -12.06122351412025 0, -77.07830574542841 -12.06427621887939 0, -77.07798034822697 -12.06622948205463 0, -77.0779057018313 -12.06847236153067 0, -77.0779404968364 -12.0695039713955 0, -77.07805528787136 -12.07024885552801 0, -77.07831583010685 -12.07152725077529 0, -77.07842262946671 -12.0723900989752 0, -77.07844452111532 -12.07262193197064 0, -77.07855434924426 -12.0732041881277 0, -77.07875774670624 -12.07366529160916 0, -77.07969625684831 -12.07481574304059 0, -77.0821760126988 -12.07466893027528 0, -77.08374597651493 -12.07456557278045 0, -77.08561917358008 -12.07416320079442 0, -77.08628844898458 -12.07398650166016 0, -77.08702652012961 -12.07368053169107 0, -77.08678347281631 -12.07304920029393 0, -77.08677206475343 -12.07289399175198 0, -77.08774533822827 -12.07254944397528 0, -77.0880693058271 -12.07235713124463 0, -77.08944476456809 -12.07165176368103 0, -77.09101141877835 -12.0708142802354 0, -77.09149035142384 -12.0704289201412 0, -77.09162703565298 -12.07028196137335 0, -77.09224098931774 -12.07001970028194 0, -77.09262596855405 -12.06990506474046 0, -77.09324676545573 -12.06975610705017 0, -77.09420516887151 -12.06962290694517 0, -77.09789557325601 -12.0692121383364 0, -77.10128036246165 -12.06883310798014 0, -77.10405128491536 -12.06851618650982 0, -77.10400691722428 -12.06801157060961 0, -77.10391936181857 -12.06733538052432 0, -77.1040112841149 -12.06647913641112 0, -77.10407524089058 -12.06580292972261 0, -77.10428889969913 -12.0648129759712 0, -77.10451376449382 -12.06359407010387 0)",Rutas (#2),+proj=longlat +datum=WGS84 +no_defs
Estacion Grau,POINT Z (-77.01371161366582 -12.0549595101754 0),IDA (#2),+proj=longlat +datum=WGS84 +no_defs
Huanuco,POINT Z (-77.01717503806682 -12.05741760738462 0),IDA (#2),+proj=longlat +datum=WGS84 +no_defs
Lucanas,POINT Z (-77.01925351568023 -12.05766295415628 0),IDA (#2),+proj=longlat +datum=WGS84 +no_defs
Abtao,POINT Z (-77.02336553767509 -12.05819669345064 0),IDA (#2),+proj=longlat +datum=WGS84 +no_defs
Andahuaylas,POINT Z (-77.02647357311263 -12.05857575312096 0),IDA (#2),+proj=longlat +datum=WGS84 +no_defs
Abancay,POINT Z (-77.03077764660507 -12.05911725685191 0),IDA (#2),+proj=longlat +datum=WGS84 +no_defs
Garcilaso,POINT Z (-77.03756055329377 -12.0597614955183 -309.9762407599503),IDA (#2),+proj=longlat +datum=WGS84 +no_defs
Plaza Bolognesi,POINT Z (-77.04084958449343 -12.06004807773561 0),IDA (#2),+proj=longlat +datum=WGS84 +no_defs
Iquique,POINT Z (-77.04335446217725 -12.05962413174879 0),IDA (#2),+proj=longlat +datum=WGS84 +no_defs
Municipalidad,POINT Z (-77.04561733308923 -12.05891521875546 0),IDA (#2),+proj=longlat +datum=WGS84 +no_defs
Aguarico,POINT Z (-77.05134834065684 -12.05719947519026 0),IDA (#2),+proj=longlat +datum=WGS84 +no_defs
Pilcomayo,POINT Z (-77.05380387361397 -12.05539562339404 0),IDA (#2),+proj=longlat +datum=WGS84 +no_defs
Puente Tingo Maria,POINT Z (-77.05787750602104 -12.05567016064986 0),IDA (#2),+proj=longlat +datum=WGS84 +no_defs
Canziani,POINT Z (-77.06363355452365 -12.05680947825223 0),IDA (#2),+proj=longlat +datum=WGS84 +no_defs
Elio,POINT Z (-77.06823239463486 -12.05762353886922 0),IDA (#2),+proj=longlat +datum=WGS84 +no_defs
Palomino,POINT Z (-77.07277458414282 -12.05856016764688 0),IDA (#2),+proj=longlat +datum=WGS84 +no_defs
Mercado,POINT Z (-77.07543770586872 -12.05916137625606 0),IDA (#2),+proj=longlat +datum=WGS84 +no_defs
San Marcos,POINT Z (-77.07886706433493 -12.05986895492579 0),IDA (#2),+proj=longlat +datum=WGS84 +no_defs
Catolica,POINT Z (-77.07797283063708 -12.06715612306398 0),IDA (#2),+proj=longlat +datum=WGS84 +no_defs
La Mar,POINT Z (-77.0796424979132 -12.0746942849553 0),IDA (#2),+proj=longlat +datum=WGS84 +no_defs
Riva Agüero,POINT Z (-77.08361335253295 -12.07454933093897 0),IDA (#2),+proj=longlat +datum=WGS84 +no_defs
P. De Las Leyendas,POINT Z (-77.08690227537117 -12.07371952256724 0),IDA (#2),+proj=longlat +datum=WGS84 +no_defs
Escardó,POINT Z (-77.09142592128481 -12.07047196796679 0),IDA (#2),+proj=longlat +datum=WGS84 +no_defs
Faucett,POINT Z (-77.0974126013017 -12.06924072855739 0),IDA (#2),+proj=longlat +datum=WGS84 +no_defs
Insurgentes,POINT Z (-77.10391886765045 -12.06849591779151 0),IDA (#2),+proj=longlat +datum=WGS84 +no_defs
Venezuela,POINT Z (-77.10448093065366 -12.0636654103854 0),IDA (#2),+proj=longlat +datum=WGS84 +no_defs
Faucett,POINT Z (-77.09756723858082 -12.06266088341223 0),VUELTA (#2),+proj=longlat +datum=WGS84 +no_defs
Hospital,POINT Z (-77.09067714378774 -12.061911872477 0),VUELTA (#2),+proj=longlat +datum=WGS84 +no_defs
Estadio,POINT Z (-77.08597320983213 -12.06140525564481 0),VUELTA (#2),+proj=longlat +datum=WGS84 +no_defs
San Marcos,POINT Z (-77.08017877216906 -12.06075465198143 0),VUELTA (#2),+proj=longlat +datum=WGS84 +no_defs
Mercado,POINT Z (-77.07528866534628 -12.05950030852997 0),VUELTA (#2),+proj=longlat +datum=WGS84 +no_defs
Palomino,POINT Z (-77.07196897719132 -12.05877375387809 0),VUELTA (#2),+proj=longlat +datum=WGS84 +no_defs
Elio,POINT Z (-77.06798328110881 -12.05791487122185 0),VUELTA (#2),+proj=longlat +datum=WGS84 +no_defs
Canziani,POINT Z (-77.06419945124529 -12.05714531300988 0),VUELTA (#2),+proj=longlat +datum=WGS84 +no_defs
Tingo Maria,POINT Z (-77.05836924871741 -12.05604317841593 0),VUELTA (#2),+proj=longlat +datum=WGS84 +no_defs
Napo,POINT Z (-77.05251493931571 -12.05706768781223 0),VUELTA (#2),+proj=longlat +datum=WGS84 +no_defs
Municipalidad,POINT Z (-77.04601170565209 -12.05898992328742 0),VUELTA (#2),+proj=longlat +datum=WGS84 +no_defs
Plaza Bolognesi,POINT Z (-77.04298093122759 -12.05990853267589 0),VUELTA (#2),+proj=longlat +datum=WGS84 +no_defs
Washington,POINT Z (-77.03938083090848 -12.0601840034135 0),VUELTA (#2),+proj=longlat +datum=WGS84 +no_defs
Garcilaso,POINT Z (-77.03721349432212 -12.06001010466375 -303.1266636534899),VUELTA (#2),+proj=longlat +datum=WGS84 +no_defs
Abancay,POINT Z (-77.03031862150176 -12.05922756555707 0),VUELTA (#2),+proj=longlat +datum=WGS84 +no_defs
Andahuaylas,POINT Z (-77.02624918702266 -12.05865217915376 0),VUELTA (#2),+proj=longlat +datum=WGS84 +no_defs
Abtao,POINT Z (-77.02295492842461 -12.05825440966261 0),VUELTA (#2),+proj=longlat +datum=WGS84 +no_defs
Huanuco,POINT Z (-77.01779537137338 -12.05754488076165 0),VUELTA (#2),+proj=longlat +datum=WGS84 +no_defs
Aviacion,POINT Z (-77.01518422567574 -12.05694948538571 0),VUELTA (#2),+proj=longlat +datum=WGS84 +no_defs
Estación Grau,POINT Z (-77.01401720759775 -12.05583890136536 0),VUELTA (#2),+proj=longlat +datum=WGS84 +no_defs
Servicio 401 (ida),"LINESTRING Z (-76.96953947865853 -11.9345539998271 0, -76.96982866989751 -11.93435914233546 0, -76.97063578519612 -11.9355251784142 0, -76.97144685520557 -11.93669798830229 0, -76.97225067410544 -11.93785615841176 0, -76.97277660023632 -11.93860857198912 0, -76.97295219328795 -11.93872056644595 0, -76.97316981720533 -11.93872495281636 0, -76.97456290493452 -11.93825655354116 0, -76.97493013364709 -11.93825037397743 0, -76.97708299638141 -11.93881206736111 0, -76.97848963403248 -11.93920718089317 0, -76.97899864031965 -11.93939590331252 0, -76.97958265268653 -11.93979351222418 0, -76.97982880123034 -11.94004319202198 0, -76.9804892543232 -11.94098723526795 0, -76.98124122342713 -11.94207535523405 0, -76.98216254854842 -11.94340033441156 0, -76.98501035597224 -11.94750805598141 0, -76.98507888411825 -11.94760211091196 0, -76.9872262206092 -11.95071852362436 0, -76.98741412357769 -11.95099834398029 0, -76.98754345387279 -11.95125574393361 0, -76.98763468486881 -11.95153553675112 0, -76.98764755113233 -11.9517340534972 0, -76.98756034294257 -11.95218272384009 0, -76.98660384894083 -11.95413323751836 0, -76.98552449214446 -11.95633574624277 0, -76.98548315409175 -11.95665950812659 0, -76.9860455026744 -11.9575519508195 0, -76.98639390035798 -11.95805253374675 0, -76.98681826184897 -11.95866402224492 0, -76.98695958213436 -11.95888878092601 0, -76.98835028986768 -11.96088269714108 0, -76.99072929656447 -11.96428027558407 0, -76.99186945185423 -11.9658034301682 0, -76.99251406570212 -11.96667266602672 0, -76.99380565581004 -11.9683955975576 0, -76.9939210069173 -11.96856105263489 0, -76.99399235816784 -11.9686601297688 0, -76.99424016015394 -11.96898706004835 0, -76.99488668349268 -11.96988217575031 0, -76.99565853765664 -11.97098335737042 0, -76.99577739735783 -11.97113858569879 0, -76.99594568889495 -11.97134639586678 0, -76.99620412747558 -11.97166355209803 0, -76.9964011059777 -11.97191603117887 0, -76.99659589634813 -11.972090492261 0, -76.99708302307978 -11.97251708202866 0, -76.99821753428377 -11.97333681410463 0, -76.99989625475207 -11.97455332846754 0, -77.00183382062582 -11.97593966924945 0, -77.00260017427911 -11.97646563384879 0, -77.0031657228855 -11.97696414700719 0, -77.00392917340508 -11.97795798711241 0, -77.00468886750524 -11.97912791670626 0, -77.00484847220802 -11.97947683609649 0, -77.00532145738343 -11.98058945056104 0, -77.0055499337157 -11.98124074748787 0, -77.00655290773096 -11.98411007130065 0, -77.00680063242086 -11.98473579859949 0, -77.00698495182375 -11.98529403618063 0, -77.00710314001755 -11.98562193585059 0, -77.00749509835148 -11.98621200815496 0, -77.00794437419621 -11.9866831734231 0, -77.00898779067619 -11.98763837639288 0, -77.01003195467305 -11.98856412829204 0, -77.01030356763125 -11.98886054684537 0, -77.01065754505332 -11.98941645987229 0, -77.01081074793397 -11.98979916413923 0, -77.01096819605712 -11.99018799479616 0, -77.01110571904027 -11.99071085796039 0, -77.01121432696047 -11.99155550678298 0, -77.01122191121313 -11.9920216741809 0, -77.01105997803249 -11.99292868087132 0, -77.01090370864694 -11.99344693798067 0, -77.01052798660719 -11.99465075790691 0, -77.01005595635692 -11.99617097877439 0, -77.00978407470461 -11.99713971526632 0, -77.00929398717666 -11.99891711586879 0, -77.00889793458229 -12.00038215802377 0, -77.00867680011964 -12.00114990628546 0, -77.00845820199729 -12.00185008174336 0, -77.008230113038 -12.00256056641865 0, -77.00775256362326 -12.00336565973399 0, -77.00746135651622 -12.00385080027552 0, -77.00682754407241 -12.00485341061361 0, -77.00601915277406 -12.00610579798468 0, -77.00417820532648 -12.008980109652 0, -77.00255659561599 -12.01151707274771 0, -77.00227697140588 -12.01215909606985 0, -77.00218543717139 -12.01253971469297 0, -77.00213364151742 -12.01324421648806 0, -77.00204165253901 -12.01461098524089 0, -77.00195242265771 -12.01628811204676 0, -77.00201067366604 -12.01678159077883 0, -77.00213107049511 -12.01711057595826 0, -77.00263816281428 -12.01789201885299 0, -77.00296040614228 -12.01836102563209 0, -77.00360555317889 -12.01908197257348 0, -77.00428024890832 -12.01964076303534 0, -77.00508026665338 -12.02038153094138 0, -77.00568133196083 -12.02099881458057 0, -77.00616559561254 -12.02148753855742 0, -77.00690132505767 -12.02226179108466 0, -77.01016149233733 -12.02572428394684 0, -77.01046137567187 -12.02604921045895 0, -77.01067763427581 -12.02643785684683 0, -77.01088599830544 -12.02692873462122 0, -77.01162972390706 -12.02862284159132 0, -77.01201285307029 -12.02986327781874 0, -77.01224643679782 -12.03075948528903 0, -77.01228784446029 -12.03095525545283 0, -77.01228065440192 -12.03122173225847 0, -77.01227958378659 -12.0315257192364 0, -77.01228333168797 -12.03185053679945 0, -77.01231670986975 -12.03204584043182 0, -77.01254142249989 -12.03279378590106 0, -77.01262835904718 -12.03360451597233 0, -77.0127032596281 -12.03424425582228 0, -77.01278738020842 -12.03503113417014 0, -77.01322703193262 -12.03687153025005 0, -77.01334455182514 -12.03715993843643 0, -77.01349553855151 -12.03730287444989 0, -77.01418562953756 -12.03762575283289 0, -77.01512458923884 -12.03829751023911 0, -77.01570483365856 -12.03872724082424 0, -77.0162331679428 -12.03911136532147 0, -77.01660248794101 -12.03938865912977 0, -77.0168254559767 -12.03956005580084 0, -77.01707090536404 -12.03975541627312 0, -77.01767122803916 -12.04022075326027 0, -77.01782078803456 -12.04027226800231 0, -77.01832392433386 -12.04045416098947 0, -77.01853394583443 -12.04051802739442 0, -77.01868293710776 -12.04055784344447 0, -77.01890927623607 -12.04063107015472 0, -77.01919152768798 -12.04069971964522 0, -77.01958571566671 -12.04087806257233 0, -77.01972966468998 -12.04092863484424 0, -77.02037938420624 -12.04124534746897 0, -77.02079660073335 -12.04143962358148 0, -77.02110560751723 -12.0415626881794 0, -77.02136451545155 -12.04164032335352 0, -77.02151510247876 -12.04169618178747 0, -77.02193144086172 -12.0419280519476 0, -77.02218192123036 -12.04211331643759 0, -77.02238504939761 -12.0422647641025 0, -77.0225378809088 -12.04235726443967 0, -77.02287884561184 -12.0425237177214 0, -77.0231527226024 -12.04257632135279 0, -77.02336376306805 -12.04256057100539 0, -77.02375312670858 -12.04254108354456 0, -77.02391066296416 -12.04256129769769 0, -77.02403434867702 -12.04265310947586 0, -77.02512864404599 -12.04471072379703 0, -77.02530982227589 -12.0449684653889 0, -77.02613327993689 -12.04659973307213 0, -77.02724390126939 -12.04877169447702 0, -77.02886103753261 -12.0517800270529 0, -77.02944981946212 -12.05284475456996 0, -77.03034086530323 -12.05456334832832 0, -77.03041672344445 -12.05475592517148 0, -77.03044820490859 -12.05502061378027 0, -77.02995014215949 -12.05890834002223 0, -77.02994555347829 -12.05893564753351 0, -77.0306139427139 -12.05901224641255 0, -77.03140544702713 -12.05912601471182 0, -77.03154151537323 -12.05914485148199 0, -77.03335199504642 -12.05937848183077 0, -77.03464767936657 -12.05954885137491 0, -77.03526619991236 -12.05960183029976 0, -77.03534417439366 -12.05955660142055 0, -77.03543339856665 -12.05948150773227 0, -77.03547550615789 -12.05938103055874 0, -77.03553377808049 -12.05933064690662 0, -77.03560081061072 -12.05930501174915 0, -77.03580473616488 -12.05927634155302 0, -77.03614011299518 -12.0593944292449 0, -77.03621700719303 -12.05947527392898 0, -77.03671991312743 -12.05972030115366 0, -77.03671577423732 -12.05972943531289 0, -77.03781699994006 -12.05982084803896 0, -77.03796113187354 -12.05983382411946 0, -77.03904662350486 -12.05994735066888 0, -77.04088593747448 -12.06004575362471 0, -77.04123937677385 -12.05987403378244 0, -77.04131218379248 -12.05979107630371 0, -77.04164627692343 -12.0597484067788 0, -77.04193657458497 -12.05987846656425 0, -77.04204192743956 -12.06024617516535 0, -77.04194087698286 -12.06055356788439 0, -77.0418946422345 -12.06060547489421 0, -77.04359614227765 -12.06267033899151 0, -77.04477950201323 -12.0641174505473 0, -77.04555357389081 -12.06507574648402 0, -77.04652625929012 -12.06625543792512 0, -77.04735422029967 -12.0672476473127 0, -77.04896289769103 -12.0691396991962 0, -77.05060881074563 -12.07112669022304 0, -77.05144566165268 -12.07213506992738 0, -77.05219217797445 -12.07309135731584 0, -77.05304967184652 -12.07414406979554 0, -77.05378759630069 -12.07504893805609 0, -77.05540726666626 -12.07699268429428 0, -77.05681598130715 -12.07866490738104 0, -77.05834338210977 -12.08052353463049 0, -77.05989649923592 -12.08235390203036 0, -77.06136441709259 -12.0841521646667 0, -77.06315601143613 -12.08630657618934 0, -77.06414402393068 -12.08752062149033 0, -77.06566310678811 -12.08932071140733 0, -77.06736598552784 -12.09140836292444 0, -77.06950831094964 -12.09398376690151 0, -77.07154519780306 -12.09648085436709 0)",Rutas (#3),+proj=longlat +datum=WGS84 +no_defs
