u,v,key,osmid,oneway,lanes,highway,maxspeed,length,geometry,name,bridge,ref,tunnel,junction,access
391036735,391036734,0,782776579,True,2,secondary,40,16.459,"LINESTRING (-76.9947054 -12.1005529, -76.9945542 -12.1005602)",Avenida San Borja Sur,,,,,
391036735,392152692,0,782776581,True,2,secondary,40,66.794,"LINESTRING (-76.9947054 -12.1005529, -76.9946934 -12.1006441, -76.9946296 -12.101149)",Avenida San Luis,,,,,
391036737,417250834,0,394729795,False,,residential,40,63.68,"LINESTRING (-76.99678110000001 -12.100557, -76.9967595 -12.1011293)",Jirón Joaquin Valverde,,,,,
391036737,391036735,0,782776580,True,2,secondary,40,225.829,"LINESTRING (-76.99678110000001 -12.100557, -76.9962369 -12.1005288, -76.9956363 -12.1005212, -76.9947781 -12.1005503, -76.9947054 -12.1005529)",Avenida San Borja Sur,,,,,
391036740,391037994,0,437497438,False,2,tertiary,,17.212,"LINESTRING (-76.998521 -12.1007579, -76.9985525 -12.1006062)",Jirón Fray Luís de León,,,,,
391036740,391036737,0,404636457,True,2,secondary,40,190.60399999999998,"LINESTRING (-76.998521 -12.1007579, -76.99799400000001 -12.1006731, -76.99739099999999 -12.100602, -76.99678110000001 -12.100557)",Avenida San Borja Sur,,,,,
391036740,417251806,0,890500776,False,2,tertiary,,63.47,"LINESTRING (-76.998521 -12.1007579, -76.9984982 -12.1008668, -76.9984034 -12.101317)",Jirón Fray Luís de León,,,,,
391036742,417251739,0,35601095,False,,residential,,151.891,"LINESTRING (-76.9991557 -12.1008954, -76.9988501 -12.1022283)",Jirón Camille Saint Saenz,,,,,
391036742,391036740,0,404636457,True,2,secondary,40,70.688,"LINESTRING (-76.9991557 -12.1008954, -76.99867690000001 -12.1007877, -76.998521 -12.1007579)",Avenida San Borja Sur,,,,,
391036748,417252195,0,426868447,False,,residential,,66.735,"LINESTRING (-77.00091329999999 -12.1010058, -77.00083069999999 -12.1016005)",Jirón Johan Strauss,,,,,
391036748,417252192,0,404636457,True,2,secondary,40,132.549,"LINESTRING (-77.00091329999999 -12.1010058, -76.99994340000001 -12.101031, -76.999697 -12.1009967)",Avenida San Borja Sur,,,,,
391036770,391036814,0,404636456,True,2,primary,55,36.381,"LINESTRING (-77.0016026 -12.101101, -77.0016313 -12.1009219, -77.0016519 -12.1007774)",Avenida Aviación,,,,,
391036770,391036748,0,404636457,True,2,secondary,40,75.687,"LINESTRING (-77.0016026 -12.101101, -77.0015168 -12.1010892, -77.00091329999999 -12.1010058)",Avenida San Borja Sur,,,,,
391036814,419481936,0,404636454,True,2,primary,55,129.683,"LINESTRING (-77.0016519 -12.1007774, -77.001661 -12.1007153, -77.0017977 -12.0997849, -77.00181379999999 -12.0996784, -77.0018216 -12.099623)",Avenida Aviación,,,,,
391036814,391036861,0,"[1148639907, 1148639908, 404636455]",True,2,secondary,60,21.71,"LINESTRING (-77.0016519 -12.1007774, -77.001671 -12.1007802, -77.0018189 -12.1008023, -77.0018493 -12.1008068)",Avenida San Borja Sur,,,yes,,
391036861,4069186616,0,404636458,True,2,primary,60,36.754999999999995,"LINESTRING (-77.0018493 -12.1008068, -77.0018226 -12.1009563, -77.00179679999999 -12.1011013, -77.001791 -12.1011324)",Avenida Aviación,,,,,
391036861,412554073,0,1183592687,True,2,secondary,60,70.208,"LINESTRING (-77.0018493 -12.1008068, -77.0018963 -12.1008124, -77.0024883 -12.1008977)",Avenida San Borja Sur,,,,,
391037794,412528281,0,35170438,False,,residential,,68.331,"LINESTRING (-77.0044625 -12.101383, -77.0044666 -12.1019975)",Jirón Francesco Redi,,,,,
391037794,4510814611,0,34113508,True,2,secondary,40,221.11,"LINESTRING (-77.0044625 -12.101383, -77.00337759999999 -12.1013471, -77.00243639999999 -12.101235)",Avenida San Borja Sur,,,,,
391037802,412528304,0,35170429,False,,residential,,67.949,"LINESTRING (-77.00792559999999 -12.1007485, -77.00806129999999 -12.101345)",Avenida John Dalton,,,,,
391037802,4069103434,0,1183592685,True,2,secondary,40,180.68200000000002,"LINESTRING (-77.00792559999999 -12.1007485, -77.0071011 -12.1009015, -77.006711 -12.1009619, -77.0063844 -12.1010032, -77.0062868 -12.101015)",Avenida San Borja Sur,,,,,
391037975,391036721,0,782772077,False,,residential,,15.85,"LINESTRING (-76.9920735 -12.1013361, -76.99216970000001 -12.1014432)",Jirón Franz Schubert,,,,,
391037975,391037978,0,28796823,True,2,secondary,40,127.026,"LINESTRING (-76.9920735 -12.1013361, -76.9924304 -12.1010671, -76.992552 -12.1009943, -76.99265800000001 -12.100932, -76.9927754 -12.1008656, -76.99292699999999 -12.1007897, -76.99305990000001 -12.1007318)",Avenida San Borja Sur,,,,,
391037975,417250729,0,426862795,False,,residential,,55.297,"LINESTRING (-76.9920735 -12.1013361, -76.9920339 -12.1012838, -76.9918073 -12.1009844, -76.99177090000001 -12.1009364)",Jirón Franz Schubert,,,,,
391037978,392152315,0,28796823,True,2,secondary,40,170.15099999999998,"LINESTRING (-76.99305990000001 -12.1007318, -76.9932165 -12.1006693, -76.9934028 -12.1006029, -76.99355869999999 -12.1005566, -76.9938812 -12.1004818, -76.9940004 -12.100462, -76.9941168 -12.1004492, -76.9945091 -12.1004159, -76.9945804 -12.1004137)",Avenida San Borja Sur,,,,,
391037978,417250745,0,35600936,False,,residential,,55.482000000000006,"LINESTRING (-76.99305990000001 -12.1007318, -76.99294759999999 -12.1003106, -76.9929319 -12.1002488)",Jirón Franz Liszt,,,,,
391037982,391036735,0,782776582,True,2,secondary,40,16.285,"LINESTRING (-76.99472419999999 -12.1004076, -76.9947054 -12.1005529)",Avenida San Luis,,,,,
391037982,391037988,0,338760200,True,2,secondary,40,224.83499999999998,"LINESTRING (-76.99472419999999 -12.1004076, -76.99479239999999 -12.1004054, -76.9956372 -12.1003666, -76.99578320000001 -12.1003636, -76.9960674 -12.1003624, -76.9967906 -12.1003895)",Avenida San Borja Sur,,,,,
391037988,417250833,0,35893270,False,,residential,40,54.741,"LINESTRING (-76.9967906 -12.1003895, -76.9968022 -12.1001866, -76.99680909999999 -12.0998976)",Rodrigo Valverde,,,,,
391037988,391037994,0,394729793,True,2,secondary,60,193.238,"LINESTRING (-76.9967906 -12.1003895, -76.99700249999999 -12.1004024, -76.99737620000001 -12.1004363, -76.9974859 -12.1004474, -76.9977257 -12.1004718, -76.9980144 -12.1005109, -76.9984479 -12.1005863, -76.9985525 -12.1006062)",Avenida San Borja Sur,,,,,
391037994,391036740,0,437497438,False,2,tertiary,,17.212,"LINESTRING (-76.9985525 -12.1006062, -76.998521 -12.1007579)",Jirón Fray Luís de León,,,,,
391037994,5485516635,0,394729793,True,2,secondary,60,194.67499999999998,"LINESTRING (-76.9985525 -12.1006062, -76.9991917 -12.1007408, -76.9995716 -12.1008203, -76.99969950000001 -12.1008426, -76.99982559999999 -12.100855, -76.9999475 -12.1008454, -77.0002035 -12.1007778, -77.0002226 -12.1007728, -77.0003011 -12.1007428)",Avenida San Borja Sur,,,,,
391037994,417250848,0,437497438,False,2,tertiary,,51.859,"LINESTRING (-76.9985525 -12.1006062, -76.99857489999999 -12.1004928, -76.9985875 -12.1004267, -76.9986296 -12.1002063, -76.9986414 -12.100148)",Jirón Fray Luís de León,,,,,
391038001,419481943,0,35893185,False,,residential,30,67.238,"LINESTRING (-77.0008813 -12.1006311, -77.000277 -12.1005026)",Puccini,,,,,
391038001,419481883,0,394729793,True,2,secondary,60,13.843,"LINESTRING (-77.0008813 -12.1006311, -77.0010073 -12.100649)",Avenida San Borja Sur,,,,,
391038008,412557534,0,404636459,True,2,secondary,60,131.713,"LINESTRING (-77.0062909 -12.100864, -77.0063756 -12.1008549, -77.007485 -12.1006652)",Avenida San Borja Sur,,,,,
391038008,412529863,0,426847285,False,2,tertiary,40,70.08,"LINESTRING (-77.0062909 -12.100864, -77.0062934 -12.1007924, -77.00629050000001 -12.1002338)",Avenida De Las Artes Sur,,,,,
391038008,4069103434,0,1183592686,False,2,tertiary,40,16.797,"LINESTRING (-77.0062909 -12.100864, -77.0062886 -12.1009479, -77.0062868 -12.101015)",Avenida De Las Artes Sur,,,,,
391038143,391038145,0,34113660,True,3,secondary,40,16.538,"LINESTRING (-77.00273660000001 -12.0945156, -77.0025845 -12.0945173)",Avenida San Borja Norte,,,,,
391038143,412554411,0,554868306,True,3,primary,60,74.164,"LINESTRING (-77.00273660000001 -12.0945156, -77.0027201 -12.0946035, -77.00264610000001 -12.0950953, -77.0026337 -12.0951749)",Avenida Aviación,,,,,
391038145,391038286,0,"[439773667, 34113660]",True,"['2', '3']",secondary,40,265.205,"LINESTRING (-77.0025845 -12.0945173, -77.0024883 -12.0945175, -77.0024224 -12.0945171, -77.00209769999999 -12.0945136, -77.00162570000001 -12.0944597, -77.0013561 -12.0944226, -77.001317 -12.0944172, -77.0010163 -12.0943758, -77.0004498 -12.0942751, -77.0001697 -12.0942188)",Avenida San Borja Norte,,,,,
391038145,391038146,0,404636454,True,2,primary,55,51.266000000000005,"LINESTRING (-77.0025845 -12.0945173, -77.0025948 -12.0944471, -77.00264439999999 -12.09406)",Avenida Aviación,,,,,
391038146,391038147,0,437370149,True,2,secondary,40,16.586,"LINESTRING (-77.00264439999999 -12.09406, -77.0027968 -12.0940535)",Avenida San Borja Norte,,,,,
391038146,485618714,0,404636454,True,2,primary,55,69.234,"LINESTRING (-77.00264439999999 -12.09406, -77.0026546 -12.0939934, -77.0027245 -12.0935059, -77.0027328 -12.0934434)",Avenida Aviación,,,,,
391038147,485617625,0,437370149,True,2,secondary,40,76.27799999999999,"LINESTRING (-77.0027968 -12.0940535, -77.0028871 -12.0940477, -77.0029883 -12.0940407, -77.0032011 -12.0940264, -77.0034967 -12.0940065)",Avenida San Borja Norte,,,,,
391038147,391038143,0,554868306,True,3,primary,60,51.799,"LINESTRING (-77.0027968 -12.0940535, -77.0027458 -12.0944531, -77.00273660000001 -12.0945156)",Avenida Aviación,,,,,
391038273,391038274,0,34113660,True,3,secondary,40,72.942,"LINESTRING (-77.00777359999999 -12.094988, -77.00711509999999 -12.0948626)",Avenida San Borja Norte,,,,,
391038273,1273580020,0,111935666,False,2,secondary_link,,49.228,"LINESTRING (-77.00777359999999 -12.094988, -77.00778649999999 -12.0949287, -77.0078635 -12.0945541)",,,,,,
391038274,412554365,0,35173500,False,,residential,,68.109,"LINESTRING (-77.00711509999999 -12.0948626, -77.0070147 -12.0954672)",Jirón Bernardo Tasso,,,,,
391038274,10363683930,0,34113660,True,3,secondary,40,131.4,"LINESTRING (-77.00711509999999 -12.0948626, -77.0061481 -12.0946506, -77.0060252 -12.0946236, -77.00593480000001 -12.0946094)",Avenida San Borja Norte,,,,,
391038286,391038288,0,439773667,True,2,secondary,40,113.42599999999999,"LINESTRING (-77.0001697 -12.0942188, -76.99954 -12.0940401, -76.9992422 -12.0939612, -76.9991666 -12.0939388)",Avenida San Borja Norte,,,,,
391038288,419481867,0,35893263,False,,residential,,70.296,"LINESTRING (-76.9991666 -12.0939388, -76.9990932 -12.0945669)",Jirón Miguel Angel,,,,,
391038288,391038498,0,35893263,False,,residential,,43.031000000000006,"LINESTRING (-76.9991666 -12.0939388, -76.99918839999999 -12.0937751, -76.9992089 -12.0935541)",Jirón Miguel Angel,,,,,
391038288,391038292,0,439773667,True,2,secondary,40,250.022,"LINESTRING (-76.9991666 -12.0939388, -76.99855290000001 -12.0936876, -76.99818209999999 -12.093534, -76.9980465 -12.0934778, -76.99758300000001 -12.09331, -76.99704180000001 -12.0932144, -76.9970024 -12.0932074)",Avenida San Borja Norte,,,,,
391038292,417248087,0,35600701,False,,residential,,70.217,"LINESTRING (-76.9970024 -12.0932074, -76.99691989999999 -12.0938337)",Calle Veronesse,,,,,
391038292,391038294,0,439773667,True,2,secondary,40,131.26,"LINESTRING (-76.9970024 -12.0932074, -76.99634709999999 -12.0931505, -76.995857 -12.093143, -76.99579780000001 -12.0931421)",Avenida San Borja Norte,,,,,
391038294,391038295,0,439773667,True,2,secondary,40,16.798,"LINESTRING (-76.99579780000001 -12.0931421, -76.9956433 -12.0931421)",Avenida San Borja Norte,,,,,
391038294,392152688,0,357555726,True,2,secondary,40,72.95400000000001,"LINESTRING (-76.99579780000001 -12.0931421, -76.995786 -12.0932072, -76.99568120000001 -12.0937882)",Avenida San Luis,,,,,
391038295,4351744830,0,439773667,True,2,secondary,40,25.291,"LINESTRING (-76.9956433 -12.0931421, -76.9955856 -12.0931473, -76.9954113 -12.0931583)",Avenida San Borja Norte,,,,,
391038295,391038491,0,454528186,True,2,secondary,40,38.09,"LINESTRING (-76.9956433 -12.0931421, -76.9956813 -12.0929136, -76.9956983 -12.0928038)",Avenida San Luis,,,,,
391038300,416660428,0,1092461809,False,2,residential,30,60.828,"LINESTRING (-76.9927587 -12.0940861, -76.99305649999999 -12.0945492)",Jirón Henry Rousseau,,,,,
391038300,10363683937,0,1159683796,True,2,residential,30,9.276,"LINESTRING (-76.9927587 -12.0940861, -76.99267759999999 -12.0940602)",Jirón Henry Rousseau,,,,,
391038310,391038311,0,149297897,True,2,secondary,40,73.007,"LINESTRING (-76.9892231 -12.0961131, -76.9886451 -12.0962905, -76.98858250000001 -12.0963099)",Avenida San Borja Norte,,,,,
391038310,392149156,0,"[454528176, 438433230]",True,2,tertiary,40,71.344,"LINESTRING (-76.9892231 -12.0961131, -76.9892234 -12.0961655, -76.9892428 -12.0967544)",Avenida Boulevard de Surco,,,,,
391038311,391038434,0,909191204,True,2,tertiary,40,23.859,"LINESTRING (-76.98858250000001 -12.0963099, -76.98850849999999 -12.0961079)",Jirón Paseo del Bosque,,,,,
391038311,391038351,0,149297905,True,2,secondary,40,166.386,"LINESTRING (-76.98858250000001 -12.0963099, -76.9885084 -12.0963364, -76.98783589999999 -12.0965643, -76.98752469999999 -12.0966173, -76.9872134 -12.0966176, -76.9871011 -12.0966111)",Avenida San Borja Norte,,,,,
391038351,391038353,0,149297905,True,2,secondary,40,109.528,"LINESTRING (-76.9871011 -12.0966111, -76.98649810000001 -12.0965766, -76.9860958 -12.0965483)",Avenida San Borja Norte,,,,,
391038351,4361829639,0,438438711,False,1,secondary_link,,21.991,"LINESTRING (-76.9871011 -12.0966111, -76.98711 -12.0965002, -76.9871188 -12.0964141)",,,,,,
391038353,4361825290,0,149297905,True,2,secondary,40,54.499,"LINESTRING (-76.9860958 -12.0965483, -76.9856697 -12.0965225, -76.9855955 -12.0965181)",Avenida San Borja Norte,,,,,
391038353,4361829638,0,438438710,False,1,secondary_link,,21.325,"LINESTRING (-76.9860958 -12.0965483, -76.9861076 -12.0964371, -76.9861113 -12.0963572)",,,,,,
391038354,391038357,0,149297905,True,2,secondary,40,106.89200000000001,"LINESTRING (-76.9854632 -12.0965148, -76.9852582 -12.0965314, -76.9850689 -12.0965706, -76.98488949999999 -12.0966279, -76.98468269999999 -12.0967173, -76.9845282 -12.0967845)",Avenida San Borja Norte,,,,,
391038354,4361825298,0,478167448,True,,tertiary,40,21.700999999999997,"LINESTRING (-76.9854632 -12.0965148, -76.9854539 -12.0964773, -76.98544939999999 -12.096439, -76.9854498 -12.0964005, -76.985455 -12.0963622, -76.985465 -12.0963225)",Avenida Velasco Astete Oeste,,,,,
391038357,391038368,0,488514155,True,2,secondary,40,413.39599999999996,"LINESTRING (-76.9845282 -12.0967845, -76.98430500000001 -12.0969271, -76.9840475 -12.097095, -76.9837824 -12.0972847, -76.98363310000001 -12.0973835, -76.98348110000001 -12.0974726, -76.983215 -12.0976153, -76.98293169999999 -12.0976992, -76.9825455 -12.0977328, -76.9822293 -12.0977057, -76.9818159 -12.0976573, -76.9814532 -12.0976057, -76.9811231 -12.0975556, -76.9810804 -12.0975492, -76.9810056 -12.0975408)",Calle 20,,,,,
391038357,1273878060,0,909191646,True,2,secondary,40,118.867,"LINESTRING (-76.9845282 -12.0967845, -76.984202 -12.096902, -76.9838554 -12.0969912, -76.98368859999999 -12.0970187, -76.98347080000001 -12.0970297)",Avenida San Borja Norte,,,,,
391038368,4361820076,0,909191647,True,2,secondary,40,12.576,"LINESTRING (-76.9810056 -12.0975408, -76.98089090000001 -12.0975262)",Calle 20,,,,,
391038368,11021304328,0,149304025,True,2,secondary,40,376.33000000000004,"LINESTRING (-76.9810056 -12.0975408, -76.9808452 -12.0987791, -76.98083870000001 -12.09882, -76.9805621 -12.1008973)",Avenida Buena Vista,,,,,
391038423,391038425,0,149306124,True,2,secondary,40,65.574,"LINESTRING (-76.983999 -12.0967628, -76.984312 -12.0966607, -76.98456040000001 -12.0965496)",Avenida San Borja Norte,,,,,
391038425,4361825298,0,149306124,True,2,secondary,40,102.174,"LINESTRING (-76.98456040000001 -12.0965496, -76.9848422 -12.0964483, -76.9850428 -12.0963777, -76.985259 -12.096341, -76.985465 -12.0963225)",Avenida San Borja Norte,,,,,
391038425,4361842498,0,438440010,True,1,secondary_link,40,105.084,"LINESTRING (-76.98456040000001 -12.0965496, -76.9846866 -12.0964555, -76.9848034 -12.0964002, -76.9849827 -12.096346, -76.9851522 -12.0963102, -76.9853134 -12.0962906, -76.9854677 -12.0962831)",,,,,,
391038430,417247867,0,35600641,False,,residential,30,209.658,"LINESTRING (-76.9863165 -12.096368, -76.9863221 -12.096292, -76.9863392 -12.0960624, -76.98643680000001 -12.0944862)",Mac Mahon,,,,,
391038430,4361829639,0,438438276,True,2,secondary,40,87.382,"LINESTRING (-76.9863165 -12.096368, -76.9863811 -12.0963721, -76.98695549999999 -12.0964034, -76.9871188 -12.0964141)",Avenida San Borja Norte,,,,,
391038434,391038435,0,149297902,True,2,secondary,40,82.393,"LINESTRING (-76.98850849999999 -12.0961079, -76.9885805 -12.0960825, -76.989183 -12.0958751, -76.9892231 -12.0958613)",Avenida San Borja Norte,,,,,
391038434,3627418982,0,909188384,True,2,tertiary,40,170.312,"LINESTRING (-76.98850849999999 -12.0961079, -76.9884881 -12.0960471, -76.98843960000001 -12.0959143, -76.98799529999999 -12.0946608)",Jirón Paseo del Bosque,,,,,
391038435,391038310,0,438433230,True,2,tertiary,40,27.999,"LINESTRING (-76.9892231 -12.0958613, -76.9892231 -12.0961131)",Avenida Boulevard de Surco,,,,,
391038435,391038437,0,601780726,True,2,secondary,40,55.354,"LINESTRING (-76.9892231 -12.0958613, -76.98928960000001 -12.0958458, -76.98971520000001 -12.0957338)",Avenida San Borja Norte,,,,,
391038437,391038438,0,601780725,True,2,tertiary,40,25.607,"LINESTRING (-76.98971520000001 -12.0957338, -76.98993280000001 -12.0956457)",Avenida San Borja Norte,,,,,
391038437,4510733926,0,149322866,True,2,secondary,40,344.001,"LINESTRING (-76.98971520000001 -12.0957338, -76.9899724 -12.0957515, -76.9901794 -12.095766, -76.9902586 -12.0957768, -76.99045049999999 -12.0957774, -76.990627 -12.0957664, -76.9908109 -12.0957297, -76.9910694 -12.0956097, -76.9914632 -12.0953764, -76.99179289999999 -12.0950968, -76.9919462 -12.094876, -76.9920298 -12.0946695, -76.99212420000001 -12.0943819, -76.9921463 -12.0943168)",Avenida San Borja Norte,,,,,
391038438,416660492,0,35557934,False,,residential,30,72.163,"LINESTRING (-76.98993280000001 -12.0956457, -76.9898673 -12.0953395, -76.98974219999999 -12.0950264)",Jirón Alberto Durero,,,,,
391038438,391038442,0,601780725,True,2,tertiary,40,222.06099999999998,"LINESTRING (-76.98993280000001 -12.0956457, -76.9900413 -12.095598, -76.990195 -12.0955305, -76.99041750000001 -12.095419, -76.9906737 -12.095257, -76.9910632 -12.0949221, -76.9915608 -12.0944673)",Avenida San Borja Norte,,,,,
391038442,416660456,0,35580296,False,,residential,,70.252,"LINESTRING (-76.9915608 -12.0944673, -76.99119589999999 -12.0939459)",Jirón Pietro Cavallini,,,,,
391038442,4510733931,0,601780725,True,2,tertiary,40,49.894000000000005,"LINESTRING (-76.9915608 -12.0944673, -76.99176370000001 -12.0942919, -76.9919046 -12.0941701)",Avenida San Borja Norte,,,,,
391038445,4510733937,0,149297907,True,2,secondary,40,21.536,"LINESTRING (-76.99231949999999 -12.0938617, -76.9924195 -12.0937987, -76.9924852 -12.0937556)",Avenida San Borja Norte,,,,,
391038482,416660464,0,149297907,True,2,secondary,40,140.203,"LINESTRING (-76.99254689999999 -12.0937181, -76.9926121 -12.0936785, -76.99273359999999 -12.0936069, -76.9930789 -12.0934429, -76.9933087 -12.0933351, -76.99351489999999 -12.093251, -76.99370829999999 -12.0931743)",Avenida San Borja Norte,,,,,
391038482,4510733938,0,1092461808,True,2,tertiary,30,39.898,"LINESTRING (-76.99254689999999 -12.0937181, -76.9926019 -12.0937788, -76.9927179 -12.0939684, -76.992743 -12.0940196)",Jirón Henry Rousseau,,,,,
