osmid,y,x,ref,highway,street_count,geometry
419481884,-12.0966342,-77.0000292,,,4,POINT (-77.0000292 -12.0966342)
419481885,-12.0978379,-77.0000275,,,4,POINT (-77.0000275 -12.0978379)
419481886,-12.0983311,-77.0000383,,,3,POINT (-77.0000383 -12.0983311)
419481888,-12.0985828,-77.0000517,,,4,POINT (-77.0000517 -12.0985828)
419481889,-12.0967027,-77.0005884,,,3,POINT (-77.0005884 -12.0967027)
419481892,-12.0974432,-77.0005849,,,3,POINT (-77.00058490000001 -12.0974432)
419481893,-12.0979134,-77.0020706,,,4,POINT (-77.0020706 -12.0979134)
419481899,-12.0984517,-77.0002287,,,3,POINT (-77.00022869999999 -12.0984517)
419481900,-12.0993015,-76.9991183,,,3,POINT (-76.99911830000001 -12.0993015)
419481930,-12.0995533,-76.9997674,,,3,POINT (-76.9997674 -12.0995533)
419481932,-12.099742,-76.9994938,,,3,POINT (-76.9994938 -12.099742)
419481936,-12.099623,-77.0018216,,,4,POINT (-77.0018216 -12.099623)
419481941,-12.0998226,-76.9998796,,,3,POINT (-76.9998796 -12.0998226)
419481943,-12.1005026,-77.000277,,,3,POINT (-77.000277 -12.1005026)
419482625,-12.0929233,-76.9993085,,,4,POINT (-76.9993085 -12.0929233)
419482629,-12.0982905,-76.9968464,,,1,POINT (-76.9968464 -12.0982905)
419482962,-12.102064,-77.0115247,,,4,POINT (-77.0115247 -12.102064)
419482966,-12.1006144,-77.0111337,,,3,POINT (-77.0111337 -12.1006144)
419482970,-12.0988545,-77.0112831,,,3,POINT (-77.0112831 -12.0988545)
419482971,-12.0987035,-77.0112684,,,4,POINT (-77.01126840000001 -12.0987035)
419482972,-12.0985272,-77.0112421,,,3,POINT (-77.0112421 -12.0985272)
419482976,-12.0969157,-77.010613,,,3,POINT (-77.01061300000001 -12.0969157)
419483012,-12.0986242,-77.0105843,,,3,POINT (-77.0105843 -12.0986242)
457800072,-12.110256,-77.0097998,,,2,POINT (-77.0097998 -12.110256)
457800516,-12.1092985,-77.009866,,,3,POINT (-77.009866 -12.1092985)
471579747,-12.0830054,-76.9851088,,,3,POINT (-76.98510880000001 -12.0830054)
471579766,-12.0858764,-76.9884329,,,3,POINT (-76.98843290000001 -12.0858764)
471579768,-12.0853364,-76.9866634,,,3,POINT (-76.9866634 -12.0853364)
471581808,-12.0883076,-77.003643,,,4,POINT (-77.003643 -12.0883076)
471581900,-12.0883488,-77.0067723,,,3,POINT (-77.00677229999999 -12.0883488)
471581977,-12.0877823,-77.0035313,,,3,POINT (-77.00353130000001 -12.0877823)
471582053,-12.0880751,-77.0039223,5,motorway_junction,3,POINT (-77.0039223 -12.0880751)
471603983,-12.0887636,-77.0098123,,,3,POINT (-77.00981229999999 -12.0887636)
471608390,-12.0873246,-76.9966289,,traffic_signals,4,POINT (-76.9966289 -12.0873246)
473948711,-12.1116636,-77.0082863,,,3,POINT (-77.00828629999999 -12.1116636)
473948719,-12.1106907,-77.0083611,,,3,POINT (-77.0083611 -12.1106907)
473948724,-12.1096529,-77.0084408,,,3,POINT (-77.0084408 -12.1096529)
473948731,-12.1091876,-77.0084766,,,3,POINT (-77.00847659999999 -12.1091876)
473950229,-12.1097229,-77.009803,,,3,POINT (-77.00980300000001 -12.1097229)
473950804,-12.1097008,-77.0093772,,,3,POINT (-77.0093772 -12.1097008)
473952439,-12.1116805,-77.0087507,,,3,POINT (-77.00875069999999 -12.1116805)
473953021,-12.1096745,-77.008916,,,3,POINT (-77.008916 -12.1096745)
473953565,-12.1117045,-77.0092456,,,3,POINT (-77.0092456 -12.1117045)
473974857,-12.1090728,-77.0044729,,,4,POINT (-77.0044729 -12.1090728)
473974863,-12.1082148,-77.0037881,,,4,POINT (-77.00378809999999 -12.1082148)
473974957,-12.1073865,-77.0030813,,,4,POINT (-77.00308130000001 -12.1073865)
473977131,-12.1080745,-77.0021924,,,4,POINT (-77.0021924 -12.1080745)
473978225,-12.1097763,-77.0036049,,,3,POINT (-77.0036049 -12.1097763)
473980952,-12.1089147,-77.002907,,,3,POINT (-77.00290699999999 -12.1089147)
473984924,-12.1109091,-77.0001799,,,3,POINT (-77.00017990000001 -12.1109091)
483326113,-12.1066109,-76.9910925,,,3,POINT (-76.99109249999999 -12.1066109)
483326126,-12.1079937,-76.9912764,,,3,POINT (-76.9912764 -12.1079937)
483326196,-12.1051454,-76.9903441,,,3,POINT (-76.9903441 -12.1051454)
485615244,-12.0916778,-77.0075095,,,4,POINT (-77.0075095 -12.0916778)
485615245,-12.0924894,-77.0059674,,,3,POINT (-77.0059674 -12.0924894)
485615583,-12.0946611,-77.0091412,,,3,POINT (-77.0091412 -12.0946611)
485615688,-12.094079,-77.0088047,,,3,POINT (-77.0088047 -12.094079)
485615690,-12.0933405,-77.0084194,,,3,POINT (-77.00841939999999 -12.0933405)
485615691,-12.092222,-77.0078018,,,3,POINT (-77.0078018 -12.092222)
485615693,-12.0911412,-77.0072123,,,3,POINT (-77.00721230000001 -12.0911412)
485615696,-12.0905861,-77.0069209,,,3,POINT (-77.0069209 -12.0905861)
485615713,-12.0891957,-77.0054583,,,3,POINT (-77.0054583 -12.0891957)
485616311,-12.0938739,-77.0075724,,,3,POINT (-77.0075724 -12.0938739)
485616314,-12.0934241,-77.0054455,,,3,POINT (-77.00544549999999 -12.0934241)
485616322,-12.0933818,-77.0041502,,,3,POINT (-77.0041502 -12.0933818)
485616817,-12.0912115,-77.0048275,,,3,POINT (-77.0048275 -12.0912115)
485616822,-12.0919296,-77.005671,,,3,POINT (-77.00567100000001 -12.0919296)
485616827,-12.0930249,-77.0060954,,,3,POINT (-77.00609540000001 -12.0930249)
485616841,-12.0909636,-77.0039411,,traffic_signals,4,POINT (-77.00394110000001 -12.0909636)
485616856,-12.0908793,-77.0032643,,,4,POINT (-77.0032643 -12.0908793)
485616864,-12.0908539,-77.0030984,,,4,POINT (-77.0030984 -12.0908539)
485616903,-12.0900762,-76.9975062,,,4,POINT (-76.9975062 -12.0900762)
485616904,-12.0902137,-76.9985217,,,3,POINT (-76.9985217 -12.0902137)
485617088,-12.0927733,-77.0067517,,,3,POINT (-77.0067517 -12.0927733)
485617403,-12.0926889,-77.0053254,,,3,POINT (-77.0053254 -12.0926889)
485617540,-12.0926695,-77.0042564,,,4,POINT (-77.0042564 -12.0926695)
485617541,-12.0925859,-77.0036742,,,4,POINT (-77.00367420000001 -12.0925859)
485617542,-12.0925075,-77.003024,,,4,POINT (-77.003024 -12.0925075)
485617546,-12.0924897,-77.0028672,,,3,POINT (-77.0028672 -12.0924897)
485617552,-12.0910825,-77.004498,,,3,POINT (-77.004498 -12.0910825)
485617625,-12.0940065,-77.0034967,,,3,POINT (-77.0034967 -12.0940065)
485617722,-12.0903733,-77.004043,,,3,POINT (-77.004043 -12.0903733)
485617723,-12.0896969,-77.0041312,,,3,POINT (-77.0041312 -12.0896969)
485617724,-12.088399,-77.0043006,,,3,POINT (-77.00430059999999 -12.088399)
485617798,-12.0916204,-77.0062444,,,3,POINT (-77.0062444 -12.0916204)
485617839,-12.0911576,-77.0058561,,,3,POINT (-77.0058561 -12.0911576)
485617841,-12.0908618,-77.0054793,,,3,POINT (-77.0054793 -12.0908618)
485617843,-12.0906659,-77.0051268,,,4,POINT (-77.0051268 -12.0906659)
485617889,-12.0900892,-77.0066783,,,3,POINT (-77.0066783 -12.0900892)
485617909,-12.0885715,-77.005543,,,3,POINT (-77.005543 -12.0885715)
485618096,-12.0889282,-77.003369,,,3,POINT (-77.00336900000001 -12.0889282)
485618178,-12.0880624,-76.9971917,,,3,POINT (-76.9971917 -12.0880624)
485618179,-12.0881457,-76.9977878,,,4,POINT (-76.9977878 -12.0881457)
485618180,-12.0882185,-76.9983088,,,3,POINT (-76.9983088 -12.0882185)
485618181,-12.08829,-76.9988206,,,3,POINT (-76.9988206 -12.08829)
485618182,-12.0883708,-76.9993982,,,3,POINT (-76.9993982 -12.0883708)
485618183,-12.0884486,-76.9999526,,,4,POINT (-76.9999526 -12.0884486)
485618186,-12.0886818,-77.0016003,,,3,POINT (-77.00160030000001 -12.0886818)
485618187,-12.08875,-77.0021118,,,4,POINT (-77.00211179999999 -12.08875)
485618188,-12.0888298,-77.0026829,,,3,POINT (-77.0026829 -12.0888298)
485618375,-12.0895838,-77.0032727,,,3,POINT (-77.0032727 -12.0895838)
485618714,-12.0934434,-77.0027328,,,3,POINT (-77.0027328 -12.0934434)
485619239,-12.0934349,-77.0020352,,,3,POINT (-77.00203519999999 -12.0934349)
485619242,-12.0933895,-77.0014593,,,4,POINT (-77.00145929999999 -12.0933895)
485619257,-12.0931176,-76.9998786,,,3,POINT (-76.9998786 -12.0931176)
485619262,-12.0927108,-76.9987619,,,3,POINT (-76.99876190000001 -12.0927108)
485619279,-12.0922556,-76.9971883,,,4,POINT (-76.9971883 -12.0922556)
485619286,-12.0922111,-76.9966284,,,3,POINT (-76.99662840000001 -12.0922111)
485620979,-12.090756,-77.0024189,,,4,POINT (-77.0024189 -12.090756)
485622344,-12.0928354,-77.0015361,,,3,POINT (-77.0015361 -12.0928354)
485622354,-12.0913396,-77.0017439,,,3,POINT (-77.00174389999999 -12.0913396)
485622400,-12.0906765,-77.0018401,,,4,POINT (-77.0018401 -12.0906765)
485622720,-12.0900392,-77.0019396,,,3,POINT (-77.0019396 -12.0900392)
485624745,-12.0903745,-76.9996711,,,4,POINT (-76.9996711 -12.0903745)
485624813,-12.0878017,-77.0000654,,,3,POINT (-77.0000654 -12.0878017)
485625595,-12.0927653,-77.0009501,,,3,POINT (-77.0009501 -12.0927653)
485625604,-12.0925543,-76.9999626,,,3,POINT (-76.9999626 -12.0925543)
485625943,-12.0916753,-77.0000843,,,3,POINT (-77.0000843 -12.0916753)
485625948,-12.0911078,-77.0001688,,,3,POINT (-77.0001688 -12.0911078)
485626003,-12.0904546,-77.0002662,,,4,POINT (-77.0002662 -12.0904546)
485626800,-12.0912578,-77.0011509,,,3,POINT (-77.0011509 -12.0912578)
485627166,-12.0922075,-77.0010239,,,3,POINT (-77.00102390000001 -12.0922075)
485627169,-12.0918071,-77.0010817,,,3,POINT (-77.0010817 -12.0918071)
485627430,-12.0920533,-77.0000283,,,3,POINT (-77.0000283 -12.0920533)
485628353,-12.0898955,-77.0009236,,,3,POINT (-77.00092359999999 -12.0898955)
485628356,-12.0899664,-77.0014008,,,3,POINT (-77.0014008 -12.0899664)
485629922,-12.0921106,-76.9988388,,,3,POINT (-76.9988388 -12.0921106)
485629923,-12.0914527,-76.9989467,,,3,POINT (-76.9989467 -12.0914527)
485629985,-12.0902991,-76.9991155,,,4,POINT (-76.9991155 -12.0902991)
485630553,-12.0896126,-76.9992161,,,3,POINT (-76.9992161 -12.0896126)
485630774,-12.0895476,-76.9986123,,,3,POINT (-76.9986123 -12.0895476)
485630915,-12.0894819,-76.9981357,,,3,POINT (-76.99813570000001 -12.0894819)
485630922,-12.0894117,-76.9976032,,,3,POINT (-76.9976032 -12.0894117)
485631615,-12.0874921,-76.9978832,,,3,POINT (-76.9978832 -12.0874921)
485632059,-12.0916778,-76.9972751,,,3,POINT (-76.9972751 -12.0916778)
485632418,-12.0899893,-76.9969301,,,4,POINT (-76.9969301 -12.0899893)
485633467,-12.088589,-76.9964417,,,3,POINT (-76.99644170000001 -12.088589)
493916343,-12.1092608,-77.0060725,,,4,POINT (-77.0060725 -12.1092608)
495672276,-12.0847342,-77.0081344,,,4,POINT (-77.0081344 -12.0847342)
495672319,-12.0834988,-76.9993555,,,3,POINT (-76.99935549999999 -12.0834988)
495672331,-12.0811157,-76.9936237,,,4,POINT (-76.9936237 -12.0811157)
515494213,-12.1117273,-77.0023525,,,3,POINT (-77.0023525 -12.1117273)
515494224,-12.1117861,-77.0034511,,,4,POINT (-77.00345110000001 -12.1117861)
515494237,-12.1109107,-77.0004309,,,3,POINT (-77.0004309 -12.1109107)
528535480,-12.0839757,-76.9900417,,,3,POINT (-76.99004170000001 -12.0839757)
528535487,-12.0841742,-76.9901456,,,3,POINT (-76.99014560000001 -12.0841742)
528538687,-12.0849535,-76.996067,,,3,POINT (-76.996067 -12.0849535)
528538702,-12.0858731,-76.9935052,,,3,POINT (-76.9935052 -12.0858731)
528538710,-12.085242,-76.9942059,,,3,POINT (-76.9942059 -12.085242)
528549961,-12.0838872,-76.9932134,,,3,POINT (-76.9932134 -12.0838872)
528549988,-12.0823835,-76.993957,,,4,POINT (-76.99395699999999 -12.0823835)
791159755,-12.0997109,-77.0026497,,,4,POINT (-77.00264970000001 -12.0997109)
791159767,-12.0993321,-77.0041738,,,4,POINT (-77.0041738 -12.0993321)
791159771,-12.0860345,-76.9947328,,,3,POINT (-76.99473279999999 -12.0860345)
791159779,-12.1031934,-77.0021063,,,4,POINT (-77.00210629999999 -12.1031934)
791159781,-12.0844121,-76.9931366,,,4,POINT (-76.9931366 -12.0844121)
791159792,-12.0826762,-76.9954067,,,3,POINT (-76.9954067 -12.0826762)
791159829,-12.0849518,-76.9989601,,,3,POINT (-76.99896010000001 -12.0849518)
791159835,-12.1031829,-77.0044773,,,3,POINT (-77.0044773 -12.1031829)
791159850,-12.0997608,-77.0041782,,,4,POINT (-77.0041782 -12.0997608)
791159857,-12.0843979,-76.9930204,,,4,POINT (-76.99302040000001 -12.0843979)
791159860,-12.0829761,-76.9959742,,,3,POINT (-76.99597420000001 -12.0829761)
791159875,-12.0986608,-77.0012894,,,3,POINT (-77.0012894 -12.0986608)
791159897,-12.0968728,-77.0030587,,,3,POINT (-77.0030587 -12.0968728)
791159911,-12.0853356,-76.994836,,,4,POINT (-76.99483600000001 -12.0853356)
791159916,-12.1040169,-77.0044934,,,4,POINT (-77.0044934 -12.1040169)
791159919,-12.0846569,-76.994922,,,4,POINT (-76.994922 -12.0846569)
791159948,-12.0859428,-76.9941205,,,3,POINT (-76.99412049999999 -12.0859428)
791159958,-12.0845339,-76.9930058,,,4,POINT (-76.99300580000001 -12.0845339)
791159993,-12.0837641,-76.9958843,,,3,POINT (-76.9958843 -12.0837641)
791159998,-12.0995387,-77.0011623,,,4,POINT (-77.0011623 -12.0995387)
791160018,-12.0847895,-76.9989822,,,3,POINT (-76.9989822 -12.0847895)
791160033,-12.0824744,-76.9944703,,,3,POINT (-76.9944703 -12.0824744)
791160060,-12.0860232,-76.9980782,,,3,POINT (-76.99807819999999 -12.0860232)
791160064,-12.0847945,-76.994903,,,4,POINT (-76.99490299999999 -12.0847945)
791160073,-12.0835524,-76.9943066,,,3,POINT (-76.9943066 -12.0835524)
791160124,-12.0823302,-76.9934459,,,4,POINT (-76.9934459 -12.0823302)
791160171,-12.0861245,-76.9988072,,,3,POINT (-76.9988072 -12.0861245)
791160201,-12.0992228,-77.0027217,,,3,POINT (-77.0027217 -12.0992228)
791160207,-12.0869805,-76.9979272,,,3,POINT (-76.99792720000001 -12.0869805)
791160212,-12.0845476,-76.993118,,,4,POINT (-76.993118 -12.0845476)
791160214,-12.0863047,-77.0001038,,,3,POINT (-77.00010380000001 -12.0863047)
791160225,-12.0991284,-77.0003682,,,4,POINT (-77.0003682 -12.0991284)
791160227,-12.0962386,-77.0031477,,,3,POINT (-77.0031477 -12.0962386)
791160237,-12.0823168,-76.9933252,,,4,POINT (-76.9933252 -12.0823168)
791160263,-12.1040117,-77.001999,,,3,POINT (-77.001999 -12.1040117)
791160283,-12.0846817,-76.9970042,,,3,POINT (-76.99700420000001 -12.0846817)
791160284,-12.0851616,-76.993615,,,3,POINT (-76.99361500000001 -12.0851616)
821403062,-12.0860251,-77.0099917,,,4,POINT (-77.0099917 -12.0860251)
1047200452,-12.0870715,-77.0056979,,,4,POINT (-77.0056979 -12.0870715)
1047200456,-12.0857402,-77.0057841,,,3,POINT (-77.0057841 -12.0857402)
1047200458,-12.0844421,-77.0060972,,,3,POINT (-77.0060972 -12.0844421)
1047200460,-12.0869329,-77.0046708,,,3,POINT (-77.0046708 -12.0869329)
1047200462,-12.0867389,-77.0079838,,,3,POINT (-77.00798380000001 -12.0867389)
1047200465,-12.0870598,-77.0056125,,,4,POINT (-77.0056125 -12.0870598)
1047200468,-12.0844249,-77.0059736,,,3,POINT (-77.0059736 -12.0844249)
1047200471,-12.0876102,-77.0099753,,,3,POINT (-77.00997529999999 -12.0876102)
1047200478,-12.0881637,-77.005443,,,3,POINT (-77.005443 -12.0881637)
1047200479,-12.0881885,-77.005545,,,3,POINT (-77.005545 -12.0881885)
1047200484,-12.0857562,-77.0058906,,,4,POINT (-77.0058906 -12.0857562)
1047201560,-12.0857983,-77.0021209,,,3,POINT (-77.00212089999999 -12.0857983)
1047201571,-12.0874312,-77.0000866,,,3,POINT (-77.0000866 -12.0874312)
1047201573,-12.0874102,-76.9999337,,,3,POINT (-76.9999337 -12.0874102)
1047201579,-12.0837049,-77.0007791,,,4,POINT (-77.0007791 -12.0837049)
1047201580,-12.0860707,-77.0040111,,,3,POINT (-77.0040111 -12.0860707)
1047201588,-12.0837214,-77.0008996,,,4,POINT (-77.0008996 -12.0837214)
1047201589,-12.0839218,-77.0023843,,,3,POINT (-77.0023843 -12.0839218)
1273449547,-12.0964318,-76.9810652,,,3,POINT (-76.9810652 -12.0964318)
1273453891,-12.1071033,-76.9826292,,,3,POINT (-76.98262920000001 -12.1071033)
1273459387,-12.1089604,-76.9963374,,,3,POINT (-76.9963374 -12.1089604)
1273471859,-12.1063189,-76.9837644,,,4,POINT (-76.9837644 -12.1063189)
1273479888,-12.1079936,-76.98674,,,4,POINT (-76.98674 -12.1079936)
1273487495,-12.10565,-76.9906005,,,3,POINT (-76.9906005 -12.10565)
1273501112,-12.1079284,-76.9926402,,traffic_signals,4,POINT (-76.9926402 -12.1079284)
1273510546,-12.1110042,-76.9918924,,,3,POINT (-76.9918924 -12.1110042)
1273516841,-12.1093058,-76.9801262,,,3,POINT (-76.9801262 -12.1093058)
1273517214,-12.1117832,-77.0017614,,,3,POINT (-77.00176140000001 -12.1117832)
1273535339,-12.0846364,-76.986638,,,4,POINT (-76.986638 -12.0846364)
1273547639,-12.0843463,-77.0023247,,,3,POINT (-77.0023247 -12.0843463)
1273565820,-12.1069149,-76.9806039,,,4,POINT (-76.98060390000001 -12.1069149)
1273578003,-12.10962,-76.9846707,,,3,POINT (-76.9846707 -12.10962)
1273580020,-12.0945541,-77.0078635,,,3,POINT (-77.0078635 -12.0945541)
1273606046,-12.1095222,-76.9835267,,,3,POINT (-76.9835267 -12.1095222)
1273609388,-12.106818,-76.9796721,,,3,POINT (-76.9796721 -12.106818)
1273650490,-12.1116058,-76.999335,,,3,POINT (-76.999335 -12.1116058)
1273655076,-12.1121409,-77.0071366,,,4,POINT (-77.0071366 -12.1121409)
1273662037,-12.11168,-77.0016435,,,3,POINT (-77.0016435 -12.11168)
1273664820,-12.1095917,-77.0020574,,,3,POINT (-77.0020574 -12.1095917)
1273665097,-12.1100101,-77.0052249,,,4,POINT (-77.0052249 -12.1100101)
1273683178,-12.1068273,-76.9797685,,,4,POINT (-76.97976850000001 -12.1068273)
1273716589,-12.1054194,-76.9910899,,,3,POINT (-76.99108990000001 -12.1054194)
1273737949,-12.1074319,-76.9885335,,,3,POINT (-76.9885335 -12.1074319)
1273748373,-12.109957,-77.0051835,,,4,POINT (-77.0051835 -12.109957)
1273790289,-12.1045338,-76.9828151,,,4,POINT (-76.9828151 -12.1045338)
1273797290,-12.1102956,-76.9806318,,traffic_signals,4,POINT (-76.9806318 -12.1102956)
1273803920,-12.1047045,-76.9850307,,,3,POINT (-76.9850307 -12.1047045)
1273817816,-12.1078334,-76.9867521,,,3,POINT (-76.9867521 -12.1078334)
1273826187,-12.1081436,-77.0005727,,,3,POINT (-77.00057270000001 -12.1081436)
1273848798,-12.0951203,-77.0083716,,,3,POINT (-77.0083716 -12.0951203)
1273878060,-12.0970297,-76.9834708,,,3,POINT (-76.98347080000001 -12.0970297)
1273879842,-12.1120325,-77.0071674,,,4,POINT (-77.0071674 -12.1120325)
1273898586,-12.1099656,-76.990573,,,4,POINT (-76.990573 -12.1099656)
1273920329,-12.0856225,-76.9878346,,,3,POINT (-76.9878346 -12.0856225)
1273928963,-12.109619,-76.9856545,,,3,POINT (-76.9856545 -12.109619)
1273929560,-12.1109049,-76.9905062,,,3,POINT (-76.9905062 -12.1109049)
1273933999,-12.0896057,-77.0034418,,,4,POINT (-77.0034418 -12.0896057)
1273936557,-12.1098876,-76.9894659,,,3,POINT (-76.9894659 -12.1098876)
1273945663,-12.0956299,-76.980818,,,3,POINT (-76.980818 -12.0956299)
1273958204,-12.1078134,-76.9925879,,traffic_signals,4,POINT (-76.9925879 -12.1078134)
1273973880,-12.107799,-76.9806057,,,3,POINT (-76.9806057 -12.107799)
1348442714,-12.1092623,-77.0075297,,,4,POINT (-77.00752970000001 -12.1092623)
1348442721,-12.1106825,-77.0043758,,,4,POINT (-77.00437580000001 -12.1106825)
1348442729,-12.1114192,-77.0035787,,,3,POINT (-77.00357870000001 -12.1114192)
1348442730,-12.1120406,-77.0072863,,,4,POINT (-77.0072863 -12.1120406)
1348442735,-12.1117928,-77.0035463,,,4,POINT (-77.0035463 -12.1117928)
1348442739,-12.1119015,-77.0035382,,,4,POINT (-77.00353819999999 -12.1119015)
1349564365,-12.1043933,-76.9809905,,,3,POINT (-76.9809905 -12.1043933)
1416252291,-12.1104713,-76.9846064,,,4,POINT (-76.9846064 -12.1104713)
1621875941,-12.1086134,-76.9825279,,,3,POINT (-76.98252789999999 -12.1086134)
1621875963,-12.1052304,-76.9808701,,,3,POINT (-76.9808701 -12.1052304)
1621875977,-12.105387,-76.9827511,,,3,POINT (-76.9827511 -12.105387)
1621875992,-12.1061018,-76.9807351,,,3,POINT (-76.9807351 -12.1061018)
1621881443,-12.10639,-76.9847565,,,4,POINT (-76.9847565 -12.10639)
1621885370,-12.1062571,-76.9829017,,,3,POINT (-76.9829017 -12.1062571)
1621894039,-12.1034542,-76.9815828,,,3,POINT (-76.9815828 -12.1034542)
1621894062,-12.1031491,-76.98161,,,3,POINT (-76.98161 -12.1031491)
1621906845,-12.0973583,-76.9810359,,,4,POINT (-76.98103589999999 -12.0973583)
1621913521,-12.1100836,-76.9923236,,,3,POINT (-76.99232360000001 -12.1100836)
1621913529,-12.1096865,-76.9866121,,,3,POINT (-76.9866121 -12.1096865)
1622990018,-12.0883998,-76.9862208,,,3,POINT (-76.9862208 -12.0883998)
1623011784,-12.0860427,-76.9858661,,,3,POINT (-76.9858661 -12.0860427)
1623011785,-12.0858818,-76.9860969,,,3,POINT (-76.98609690000001 -12.0858818)
1623019864,-12.0965687,-76.9811422,,,4,POINT (-76.98114219999999 -12.0965687)
1623019871,-12.0958338,-76.9823101,,,3,POINT (-76.98231010000001 -12.0958338)
1623032804,-12.0968007,-76.9833722,,,3,POINT (-76.98337220000001 -12.0968007)
1623035343,-12.0956098,-76.9806626,,,1,POINT (-76.9806626 -12.0956098)
1623035348,-12.0944173,-76.9805479,,,3,POINT (-76.9805479 -12.0944173)
1623146767,-12.088612,-77.0011302,,,3,POINT (-77.00113020000001 -12.088612)
1623162607,-12.1102718,-76.9819631,,,3,POINT (-76.9819631 -12.1102718)
1623171824,-12.1088802,-76.9886084,,,3,POINT (-76.9886084 -12.1088802)
1623171825,-12.1087336,-76.9866774,,,3,POINT (-76.9866774 -12.1087336)
1623181565,-12.1108374,-76.9896374,,,3,POINT (-76.98963740000001 -12.1108374)
1623181588,-12.1099051,-76.9897145,,,3,POINT (-76.98971450000001 -12.1099051)
1623181589,-12.1070294,-76.9896995,,,3,POINT (-76.9896995 -12.1070294)
1623188249,-12.1082355,-76.9919275,,,3,POINT (-76.9919275 -12.1082355)
1623190122,-12.10812,-76.9907125,,,3,POINT (-76.9907125 -12.10812)
1623190123,-12.1070229,-76.9901841,,,3,POINT (-76.99018409999999 -12.1070229)
1623190126,-12.1067951,-76.9906564,,,3,POINT (-76.99065640000001 -12.1067951)
1623276677,-12.1104038,-76.9971077,,,3,POINT (-76.9971077 -12.1104038)
1641248337,-12.0841846,-76.9895324,,,4,POINT (-76.9895324 -12.0841846)
1641248349,-12.0853569,-76.9894073,,,3,POINT (-76.9894073 -12.0853569)
1641248356,-12.0838991,-76.9896159,,,3,POINT (-76.9896159 -12.0838991)
1641248361,-12.0832,-76.9883309,,,3,POINT (-76.98833089999999 -12.0832)
1641248362,-12.084792,-76.9889612,,,3,POINT (-76.98896120000001 -12.084792)
1641248367,-12.0843981,-76.9873642,,,3,POINT (-76.9873642 -12.0843981)
1641248372,-12.0848165,-76.9870982,,,3,POINT (-76.98709820000001 -12.0848165)
1641248384,-12.0839577,-76.9876924,,,4,POINT (-76.9876924 -12.0839577)
1641248389,-12.0829091,-76.9879177,,,4,POINT (-76.9879177 -12.0829091)
1641248398,-12.0840319,-76.9870311,,,3,POINT (-76.9870311 -12.0840319)
1641248403,-12.0842693,-76.9890509,,,3,POINT (-76.9890509 -12.0842693)
1641248413,-12.0836649,-76.9873103,,,4,POINT (-76.9873103 -12.0836649)
1641248418,-12.0831119,-76.9858572,,,3,POINT (-76.9858572 -12.0831119)
1641248419,-12.0827284,-76.9861066,,,4,POINT (-76.9861066 -12.0827284)
1641248425,-12.085112,-76.9864309,,,3,POINT (-76.9864309 -12.085112)
1641248429,-12.0858984,-76.989323,,,3,POINT (-76.989323 -12.0858984)
1641248432,-12.0819565,-76.9866744,,,3,POINT (-76.9866744 -12.0819565)
1641248438,-12.0853284,-76.9869401,,,3,POINT (-76.9869401 -12.0853284)
1641249721,-12.086152,-76.9910328,,,3,POINT (-76.9910328 -12.086152)
