osmid,y,x,highway,street_count,ref,geometry,bank_amenity,bank_node,bank_dist,courthouse_amenity,courthouse_node,courthouse_dist,hospital_amenity,hospital_node,hospital_dist,marketplace_amenity,marketplace_node,marketplace_dist,police_amenity,police_node,police_dist,school_amenity,school_node,school_dist,university_amenity,university_node,university_dist
5718485022,-12.0828315,-76.9368467,,3,,POINT (-76.9368467 -12.0828315),4368630377,3789484199,972.735,3949420739,1024451887,4874.900999999999,835415398,1574755800,3003.8199999999997,617902202,6838497431,2919.8329999999996,893575727,471055694,2476.5629999999996,690369363,4354458981,1452.874,474927406,430555056,1547.623
5718485024,-12.0829299,-76.9367615,,3,,POINT (-76.9367615 -12.0829299),4368630377,3789484199,958.399,3949420739,1024451887,4860.564999999999,835415398,1574755800,2989.4839999999995,617902202,6838497431,2934.169,893575727,471055694,2462.2269999999994,690369363,4354458981,1438.538,474927406,430555056,1561.9589999999998
5718485025,-12.0837645,-76.9380229,,3,,POINT (-76.93802290000001 -12.0837645),4368630377,3789484199,1138.129,3949420739,1024451887,5040.294999999998,835415398,1574755800,3169.2139999999995,617902202,6838497431,2755.1459999999997,893575727,471055694,2641.9569999999994,5597152663,4032092938,1906.694,474927406,430555056,1382.936
5718485027,-12.0879755,-76.9441173,,3,,POINT (-76.9441173 -12.0879755),439063251,430553014,723.429,3949420739,1024451887,4704.118999999998,835415398,1574755800,3780.847999999999,617902202,6838497431,1952.4060000000004,319106551,5055109759,3567.651999999999,617903322,430553962,1833.6200000000003,474927406,430555056,554.82
5718485029,-12.1078925,-76.9448557,,4,,POINT (-76.94485570000001 -12.1078925),4865173124,1273778095,1091.4360000000001,3949420739,1024451887,5971.632,835415398,1574755800,6474.264000000001,806275113,430023391,864.219,319106551,5055109759,4835.165000000001,5597064490,429567651,677.084,403120494,430022849,1009.8950000000001
5718485030,-12.107787,-76.9447818,,4,,POINT (-76.9447818 -12.107787),4865173124,1273778095,1057.9660000000001,3949420739,1024451887,5938.161999999999,835415398,1574755800,6440.794000000001,806275113,430023391,860.0540000000001,319106551,5055109759,4801.695000000001,5597064490,429567651,672.919,403120494,430022849,976.4250000000001
5718485031,-12.1079438,-76.9447798,,4,,POINT (-76.94477980000001 -12.1079438),4865173124,1273778095,1081.401,3949420739,1024451887,5961.597,835415398,1574755800,6464.229000000001,806275113,430023391,854.184,319106551,5055109759,4825.130000000001,5597064490,429567651,667.049,403120494,430022849,999.86
5718485032,-12.1078344,-76.9447122,,4,,POINT (-76.9447122 -12.1078344),4865173124,1273778095,1067.188,3949420739,1024451887,5947.384,835415398,1574755800,6450.016000000001,806275113,430023391,839.971,319106551,5055109759,4810.917000000001,5597064490,429567651,652.836,403120494,430022849,985.647
5718485035,-12.1049606,-76.9473677,,3,,POINT (-76.9473677 -12.1049606),4865173124,1273778095,627.578,3949420739,1024451887,5507.773999999998,835415398,1574755800,6010.406,806275113,430023391,704.826,319106551,5055109759,4371.306999999999,480963138,1833867537,442.62300000000005,403120494,430022849,546.037
5718485036,-12.105022,-76.9474825,,3,,POINT (-76.94748250000001 -12.105022),4865173124,1273778095,641.8050000000001,3949420739,1024451887,5522.0009999999975,835415398,1574755800,6024.633,806275113,430023391,719.0530000000001,319106551,5055109759,4385.533999999999,5597143957,430020632,308.06500000000005,403120494,430022849,560.264
5718525558,-12.1136401,-76.9363662,,3,,POINT (-76.93636619999999 -12.1136401),4865173124,1273778095,2319.9930000000004,3949420739,1024451887,7327.031999999999,835415398,1574755800,7286.444000000001,806275113,430023391,1723.304,319119324,1273954349,6839.375000000001,438872128,422442548,168.54999999999998,403120494,430022849,2309.044
