osmid,highway,street_count,ref,geometry,NN,NN_dist
262728324,traffic_signals,5,,POINT (-77.0575734 -12.1012105),262728310,0.00019655436906779368
262728332,,3,,POINT (-77.05239950000001 -12.1034101),262728314,0.0005424433795348565
262728376,,3,,POINT (-77.054013 -12.1067432),262727967,0.0005234710498189187
262728430,,3,,POINT (-77.0541344 -12.1034327),262728314,0.0018824910331738827
262728432,,3,,POINT (-77.0542889 -12.1044606),262727972,0.0019342930077910542
262728438,,4,,POINT (-77.05558379999999 -12.1031524),262727973,0.0019356934519737603
262728439,,4,,POINT (-77.0568634 -12.102543),3743408663,0.0012784774460315453
262728440,,3,,POINT (-77.05779769999999 -12.1020765),3743408663,0.0007267573185065558
262728447,,3,,POINT (-77.0549247 -12.1043602),262727972,0.0014661764832368024
262728448,,4,,POINT (-77.05577479999999 -12.1041801),262727973,0.0009773706205993009
262728449,,3,,POINT (-77.05638020000001 -12.103786),262727973,0.0010965996625939137
262728450,,3,,POINT (-77.0571784 -12.1031901),262727975,0.0006598457471259556
262728461,,3,,POINT (-77.05506750000001 -12.105049),262727972,0.0009862618921903904
262728488,,3,,POINT (-77.0559208 -12.1049538),262727972,0.00040486117373746746
262728700,,3,,POINT (-77.0560895 -12.1054314),262727972,0.00011639054944434114
262728891,,3,,POINT (-77.0575389 -12.1038783),262727975,0.00011727105354553278
262729043,,3,,POINT (-77.05857570000001 -12.1042995),262727975,0.0012147301017160733
262729047,,3,,POINT (-77.05872460000001 -12.105092),262727975,0.001810984538867363
262729050,,3,,POINT (-77.0591658 -12.1053215),262727975,0.002286831040985006
262729053,,3,,POINT (-77.05962460000001 -12.1052127),262727975,0.0025814665696130873
262729055,,3,,POINT (-77.0598275 -12.1050055),262727976,0.0026223063322228317
262729060,,3,,POINT (-77.0598306 -12.1043483),262727977,0.0021375221215240584
262729064,,3,,POINT (-77.0594031 -12.103959),262727977,0.0015621263457229046
262729231,,3,,POINT (-77.05540379999999 -12.1070178),262727968,0.0007575447775503109
262729270,,4,,POINT (-77.056012 -12.1068374),262727968,0.0010196308204356277
262729271,,3,,POINT (-77.056307 -12.1067489),262727968,0.0012468225856131481
262729272,,3,,POINT (-77.0564895 -12.1066983),262727968,0.001404041755069323
262729273,,3,,POINT (-77.0567235 -12.1066226),262727972,0.0014610112251470756
